"GEO_ID","NAME","P039001","P039002","P039003","P039004","P039005","P039006","P039007","P039008","P039009","P039010","P039011","P039012","P039013","P039014","P039015","P039016","P039017","P039018","P039019","P039020"
"8710000US3611554","ZCTA5 11554, New York","9444","7764","3618","807","653","2158","4146","1680","465","162","35","31","96","303","1215","486","74","68","344","729"
"8710000US3611556","ZCTA5 11556, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611557","ZCTA5 11557, New York","2168","1857","836","126","147","563","1021","311","87","41","7","3","31","46","224","109","16","11","82","115"
"8710000US3611558","ZCTA5 11558, New York","2157","1605","684","168","131","385","921","552","149","49","19","7","23","100","403","199","46","28","125","204"
"8710000US3611559","ZCTA5 11559, New York","2000","1702","803","115","250","438","899","298","108","57","19","13","25","51","190","96","12","26","58","94"
"8710000US3611560","ZCTA5 11560, New York","1726","1420","684","122","131","431","736","306","78","28","5","1","22","50","228","137","10","17","110","91"
"8710000US3611561","ZCTA5 11561, New York","8682","6399","2452","737","398","1317","3947","2283","613","230","62","26","142","383","1670","820","137","109","574","850"
"8710000US3611563","ZCTA5 11563, New York","5871","4667","2156","512","412","1232","2511","1204","305","125","33","12","80","180","899","415","65","49","301","484"
"8710000US3611565","ZCTA5 11565, New York","2464","2094","847","207","165","475","1247","370","88","24","4","4","16","64","282","98","16","9","73","184"
"8710000US3611566","ZCTA5 11566, New York","9924","8454","4132","879","676","2577","4322","1470","392","153","22","15","116","239","1078","509","52","52","405","569"
"8710000US3611568","ZCTA5 11568, New York","872","770","318","33","51","234","452","102","35","18","2","1","15","17","67","35","3","5","27","32"
"8710000US3611569","ZCTA5 11569, New York","396","326","119","31","20","68","207","70","19","8","1","1","6","11","51","21","4","2","15","30"
"8710000US3611570","ZCTA5 11570, New York","6869","5610","2748","574","541","1633","2862","1259","278","115","12","16","87","163","981","534","67","69","398","447"
"8710000US3611572","ZCTA5 11572, New York","8486","7045","3234","706","588","1940","3811","1441","371","133","20","14","99","238","1070","474","62","63","349","596"
"8710000US3611575","ZCTA5 11575, New York","3344","1739","990","187","290","513","749","1605","379","230","64","60","106","149","1226","730","127","214","389","496"
"8710000US3611576","ZCTA5 11576, New York","3557","3186","1455","247","239","969","1731","371","122","55","3","10","42","67","249","119","14","7","98","130"
"8710000US3611577","ZCTA5 11577, New York","3355","2839","1438","266","259","913","1401","516","118","50","7","10","33","68","398","213","14","23","176","185"
"8710000US3611579","ZCTA5 11579, New York","1343","1101","522","98","86","338","579","242","60","23","3","1","19","37","182","94","10","7","77","88"
"8710000US3611580","ZCTA5 11580, New York","9911","7357","3735","693","881","2161","3622","2554","676","318","77","61","180","358","1878","962","155","153","654","916"
"8710000US3611581","ZCTA5 11581, New York","5547","4459","2154","379","440","1335","2305","1088","274","111","17","27","67","163","814","404","46","72","286","410"
"8710000US3611590","ZCTA5 11590, New York","10363","7711","3501","774","832","1895","4210","2652","803","409","113","118","178","394","1849","939","144","194","601","910"
"8710000US3611596","ZCTA5 11596, New York","2838","2393","1172","230","201","741","1221","445","117","47","7","5","35","70","328","130","14","11","105","198"
"8710000US3611598","ZCTA5 11598, New York","3386","3047","1463","241","433","789","1584","339","109","48","8","6","34","61","230","111","16","13","82","119"
"8710000US3611691","ZCTA5 11691, New York","13109","6454","3782","1083","1159","1540","2672","6655","1250","674","210","123","341","576","5405","3829","737","989","2103","1576"
"8710000US3611692","ZCTA5 11692, New York","4381","1788","999","238","281","480","789","2593","408","226","48","42","136","182","2185","1538","314","405","819","647"
"8710000US3611693","ZCTA5 11693, New York","3036","1671","711","186","132","393","960","1365","278","138","36","16","86","140","1087","682","115","158","409","405"
"8710000US3611694","ZCTA5 11694, New York","4853","3514","1527","361","329","837","1987","1339","351","154","50","21","83","197","988","515","113","72","330","473"
"8710000US3611697","ZCTA5 11697, New York","1121","895","348","70","73","205","547","226","57","14","3","1","10","43","169","48","11","6","31","121"
"8710000US3611701","ZCTA5 11701, New York","5972","3769","1712","399","388","925","2057","2203","557","271","66","67","138","286","1646","982","153","246","583","664"
"8710000US3611702","ZCTA5 11702, New York","3822","3035","1435","337","246","852","1600","787","234","105","28","14","63","129","553","248","38","25","185","305"
"8710000US3611703","ZCTA5 11703, New York","4253","3259","1524","378","289","857","1735","994","301","108","26","24","58","193","693","349","65","49","235","344"
"8710000US3611704","ZCTA5 11704, New York","9766","7208","3502","824","700","1978","3706","2558","676","326","76","55","195","350","1882","1019","144","174","701","863"
"8710000US3611705","ZCTA5 11705, New York","2122","1764","933","174","178","581","831","358","85","40","7","3","30","45","273","168","30","15","123","105"
"8710000US3611706","ZCTA5 11706, New York","14156","9531","5023","989","1312","2722","4508","4625","1392","725","171","169","385","667","3233","1910","375","430","1105","1323"
"8710000US3611709","ZCTA5 11709, New York","1793","1471","631","122","92","417","840","322","94","39","7","8","24","55","228","102","8","9","85","126"
"8710000US3611710","ZCTA5 11710, New York","9322","7628","3815","829","645","2341","3813","1694","484","180","44","27","109","304","1210","499","70","51","378","711"
"8710000US3611713","ZCTA5 11713, New York","2546","1710","801","182","182","437","909","836","218","121","36","33","52","97","618","408","50","119","239","210"
"8710000US3611714","ZCTA5 11714, New York","5971","4750","2223","515","385","1323","2527","1221","330","117","28","17","72","213","891","352","54","39","259","539"
"8710000US3611715","ZCTA5 11715, New York","1280","1047","499","111","103","285","548","233","55","13","1","1","11","42","178","93","19","13","61","85"
"8710000US3611716","ZCTA5 11716, New York","2783","2187","1040","225","178","637","1147","596","177","71","13","10","48","106","419","209","36","26","147","210"
"8710000US3611717","ZCTA5 11717, New York","11437","7192","4502","845","1361","2296","2690","4245","1524","974","250","302","422","550","2721","1806","358","536","912","915"
"8710000US3611718","ZCTA5 11718, New York","856","729","341","65","67","209","388","127","34","15","2","3","10","19","93","46","7","8","31","47"
"8710000US3611719","ZCTA5 11719, New York","833","654","247","51","49","147","407","179","56","28","4","4","20","28","123","58","12","7","39","65"
"8710000US3611720","ZCTA5 11720, New York","7396","5899","3065","627","564","1874","2834","1497","463","224","59","30","135","239","1034","522","77","80","365","512"
"8710000US3611721","ZCTA5 11721, New York","1755","1479","726","124","128","474","753","276","71","25","6","1","18","46","205","112","11","9","92","93"
"8710000US3611722","ZCTA5 11722, New York","7080","4334","2456","525","784","1147","1878","2746","866","547","143","174","230","319","1880","1215","217","353","645","665"
"8710000US3611724","ZCTA5 11724, New York","888","771","423","45","70","308","348","117","29","19","1","1","17","10","88","49","3","5","41","39"
"8710000US3611725","ZCTA5 11725, New York","7956","6889","3521","648","587","2286","3368","1067","262","118","18","16","84","144","805","382","45","28","309","423"
"8710000US3611726","ZCTA5 11726, New York","4474","2907","1398","338","332","728","1509","1567","493","271","77","64","130","222","1074","607","112","149","346","467"
"8710000US3611727","ZCTA5 11727, New York","7371","5539","2553","752","549","1252","2986","1832","480","246","62","39","145","234","1352","746","194","109","443","606"
"8710000US3611729","ZCTA5 11729, New York","7132","5323","2582","513","513","1556","2741","1809","502","223","51","32","140","279","1307","645","97","123","425","662"
"8710000US3611730","ZCTA5 11730, New York","3884","3170","1661","294","313","1054","1509","714","184","82","12","8","62","102","530","255","29","26","200","275"
"8710000US3611731","ZCTA5 11731, New York","8228","6877","3505","656","679","2170","3372","1351","386","148","38","6","104","238","965","477","52","44","381","488"
"8710000US3611732","ZCTA5 11732, New York","950","808","344","76","65","203","464","142","37","14","2","1","11","23","105","42","10","2","30","63"
"8710000US3611733","ZCTA5 11733, New York","4938","4269","2037","318","378","1341","2232","669","205","104","17","10","77","101","464","253","23","28","202","211"
"8710000US3611735","ZCTA5 11735, New York","8068","6393","3069","667","573","1829","3324","1675","468","152","36","32","84","316","1207","520","69","74","377","687"
"8710000US3611738","ZCTA5 11738, New York","4539","3534","1880","394","403","1083","1654","1005","299","153","38","37","78","146","706","379","61","52","266","327"
"8710000US3611739","ZCTA5 11739, New York","335","296","134","11","18","105","162","39","16","7","4","0","3","9","23","9","0","0","9","14"
"8710000US3611740","ZCTA5 11740, New York","2434","2029","1076","183","200","693","953","405","100","48","7","6","35","52","305","153","20","20","113","152"
"8710000US3611741","ZCTA5 11741, New York","7420","6017","2802","649","523","1630","3215","1403","380","191","43","28","120","189","1023","539","100","64","375","484"
"8710000US3611742","ZCTA5 11742, New York","3487","2830","1495","331","283","881","1335","657","165","66","10","11","45","99","492","276","51","34","191","216"
"8710000US3611743","ZCTA5 11743, New York","11176","9326","4244","892","778","2574","5082","1850","497","211","39","26","146","286","1353","662","82","105","475","691"
"8710000US3611746","ZCTA5 11746, New York","16636","13130","6694","1215","1425","4054","6436","3506","1068","525","144","111","270","543","2438","1337","197","252","888","1101"
"8710000US3611747","ZCTA5 11747, New York","5420","4700","2017","397","356","1264","2683","720","183","76","10","9","57","107","537","290","27","38","225","247"
"8710000US3611749","ZCTA5 11749, New York","733","543","262","67","61","134","281","190","51","24","8","3","13","27","139","75","18","16","41","64"
"8710000US3611751","ZCTA5 11751, New York","3885","3033","1523","299","254","970","1510","852","229","92","11","10","71","137","623","317","48","47","222","306"
"8710000US3611752","ZCTA5 11752, New York","2450","1933","1003","197","186","620","930","517","167","71","12","8","51","96","350","186","21","26","139","164"
"8710000US3611753","ZCTA5 11753, New York","3510","3143","1530","245","204","1081","1613","367","90","39","7","4","28","51","277","161","14","7","140","116"
"8710000US3611754","ZCTA5 11754, New York","4956","4114","2010","371","381","1258","2104","842","219","91","22","14","55","128","623","298","35","27","236","325"
"8710000US3611755","ZCTA5 11755, New York","3277","2726","1355","328","266","761","1371","551","154","72","10","11","51","82","397","165","34","16","115","232"
"8710000US3611756","ZCTA5 11756, New York","11277","8930","4438","886","815","2737","4492","2347","670","270","53","35","182","400","1677","728","106","76","546","949"
"8710000US3611757","ZCTA5 11757, New York","11697","8888","4448","997","798","2653","4440","2809","886","391","109","53","229","495","1923","938","143","148","647","985"
"8710000US3611758","ZCTA5 11758, New York","14556","11901","5700","1165","918","3617","6201","2655","725","267","40","25","202","458","1930","838","119","110","609","1092"
"8710000US3611762","ZCTA5 11762, New York","6244","5311","2570","546","488","1536","2741","933","238","61","11","5","45","177","695","270","25","27","218","425"
"8710000US3611763","ZCTA5 11763, New York","6941","5357","2683","616","532","1535","2674","1584","504","264","61","39","164","240","1080","602","125","110","367","478"
"8710000US3611764","ZCTA5 11764, New York","3559","3057","1612","315","324","973","1445","502","145","79","11","10","58","66","357","208","14","20","174","149"
"8710000US3611765","ZCTA5 11765, New York","207","184","68","9","11","48","116","23","4","1","0","0","1","3","19","10","3","0","7","9"
"8710000US3611766","ZCTA5 11766, New York","3535","3123","1458","272","291","895","1665","412","122","53","8","2","43","69","290","163","19","19","125","127"
"8710000US3611767","ZCTA5 11767, New York","3862","3291","1705","344","320","1041","1586","571","158","74","23","9","42","84","413","213","30","28","155","200"
"8710000US3611768","ZCTA5 11768, New York","6057","5228","2438","417","414","1607","2790","829","263","107","14","14","79","156","566","289","33","24","232","277"
"8710000US3611769","ZCTA5 11769, New York","2481","2079","888","163","152","573","1191","402","111","47","12","2","33","64","291","117","18","8","91","174"
"8710000US3611770","ZCTA5 11770, New York","43","36","8","3","2","3","28","7","4","2","0","0","2","2","3","1","0","0","1","2"
"8710000US3611771","ZCTA5 11771, New York","2584","2116","936","159","166","611","1180","468","132","55","17","5","33","77","336","183","28","29","126","153"
"8710000US3611772","ZCTA5 11772, New York","10621","7678","3606","898","803","1905","4072","2943","920","480","151","85","244","440","2023","1145","238","198","709","878"
"8710000US3611776","ZCTA5 11776, New York","5986","4719","2438","583","450","1405","2281","1267","381","179","33","29","117","202","886","488","85","69","334","398"
"8710000US3611777","ZCTA5 11777, New York","2324","1918","790","156","149","485","1128","406","127","67","11","10","46","60","279","146","21","11","114","133"
"8710000US3611778","ZCTA5 11778, New York","3297","2525","1392","351","278","763","1133","772","239","123","21","21","81","116","533","319","51","44","224","214"
"8710000US3611779","ZCTA5 11779, New York","9749","7658","3804","877","734","2193","3854","2091","670","314","69","58","187","356","1421","755","124","103","528","666"
"8710000US3611780","ZCTA5 11780, New York","3987","3448","1717","281","316","1120","1731","539","172","85","11","8","66","87","367","183","20","8","155","184"
"8710000US3611782","ZCTA5 11782, New York","4148","3430","1715","337","304","1074","1715","718","168","62","14","9","39","106","550","306","56","35","215","244"
"8710000US3611783","ZCTA5 11783, New York","5788","4833","2365","525","384","1456","2468","955","259","81","17","8","56","178","696","294","45","18","231","402"
"8710000US3611784","ZCTA5 11784, New York","6173","4742","2482","521","522","1439","2260","1431","459","227","57","41","129","232","972","532","83","65","384","440"
"8710000US3611786","ZCTA5 11786, New York","1676","1487","814","125","167","522","673","189","56","29","4","3","22","27","133","82","11","9","62","51"
"8710000US3611787","ZCTA5 11787, New York","9565","8250","4108","814","729","2565","4142","1315","367","147","20","13","114","220","948","482","58","48","376","466"
"8710000US3611788","ZCTA5 11788, New York","4487","3781","1790","365","312","1113","1991","706","196","74","12","8","54","122","510","296","39","44","213","214"
"8710000US3611789","ZCTA5 11789, New York","2033","1541","834","223","174","437","707","492","146","72","14","10","48","74","346","196","26","33","137","150"
"8710000US3611790","ZCTA5 11790, New York","3653","3197","1499","296","254","949","1698","456","117","46","6","6","34","71","339","178","19","21","138","161"
"8710000US3611791","ZCTA5 11791, New York","6959","6139","3176","500","564","2112","2963","820","209","84","12","7","65","125","611","289","30","21","238","322"
"8710000US3611792","ZCTA5 11792, New York","2309","1996","953","173","199","581","1043","313","93","42","13","1","28","51","220","121","12","14","95","99"
"8710000US3611793","ZCTA5 11793, New York","8758","7453","3750","764","666","2320","3703","1305","346","111","17","10","84","235","959","436","35","49","352","523"
"8710000US3611794","ZCTA5 11794, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611795","ZCTA5 11795, New York","6871","5706","2992","586","509","1897","2714","1165","313","128","18","14","96","185","852","412","55","46","311","440"
"8710000US3611796","ZCTA5 11796, New York","992","796","414","84","76","254","382","196","42","18","2","2","14","24","154","66","10","6","50","88"
"8710000US3611797","ZCTA5 11797, New York","2319","2057","924","152","137","635","1133","262","75","29","2","2","25","46","187","97","11","3","83","90"
"8710000US3611798","ZCTA5 11798, New York","3244","1729","1040","178","295","567","689","1515","366","192","44","60","88","174","1149","788","129","228","431","361"
"8710000US3611801","ZCTA5 11801, New York","10012","7997","3718","820","691","2207","4279","2015","625","214","43","47","124","411","1390","516","89","72","355","874"
"8710000US3611803","ZCTA5 11803, New York","7917","6981","3347","716","539","2092","3634","936","263","90","13","12","65","173","673","279","30","33","216","394"
"8710000US3611804","ZCTA5 11804, New York","1419","1260","622","109","122","391","638","159","38","10","1","0","9","28","121","49","5","1","43","72"
"8710000US3611901","ZCTA5 11901, New York","6147","4326","1709","408","408","893","2617","1821","572","290","93","55","142","282","1249","720","159","139","422","529"
"8710000US3611930","ZCTA5 11930, New York","360","276","76","13","16","47","200","84","31","11","3","2","6","20","53","36","7","3","26","17"
"8710000US3611931","ZCTA5 11931, New York","45","38","8","2","3","3","30","7","2","0","0","0","0","2","5","2","0","0","2","3"
"8710000US3611932","ZCTA5 11932, New York","354","276","91","28","10","53","185","78","24","11","2","1","8","13","54","30","2","3","25","24"
"8710000US3611933","ZCTA5 11933, New York","1849","1509","523","124","106","293","986","340","92","39","11","4","24","53","248","137","19","30","88","111"
"8710000US3611934","ZCTA5 11934, New York","1849","1482","767","172","143","452","715","367","113","51","12","10","29","62","254","153","24","26","103","101"
"8710000US3611935","ZCTA5 11935, New York","937","796","278","42","48","188","518","141","55","18","0","0","18","37","86","42","6","4","32","44"
"8710000US3611937","ZCTA5 11937, New York","3667","2762","1245","311","298","636","1517","905","305","147","33","18","96","158","600","373","56","53","264","227"
"8710000US3611939","ZCTA5 11939, New York","272","225","58","12","8","38","167","47","16","7","2","2","3","9","31","16","2","4","10","15"
"8710000US3611940","ZCTA5 11940, New York","1443","1197","535","98","103","334","662","246","94","44","7","4","33","50","152","78","9","9","60","74"
"8710000US3611941","ZCTA5 11941, New York","558","458","186","43","38","105","272","100","36","20","3","4","13","16","64","42","8","1","33","22"
"8710000US3611942","ZCTA5 11942, New York","1214","964","450","106","97","247","514","250","76","40","5","4","31","36","174","111","17","13","81","63"
"8710000US3611944","ZCTA5 11944, New York","966","650","237","74","38","125","413","316","104","49","19","9","21","55","212","121","30","24","67","91"
"8710000US3611946","ZCTA5 11946, New York","3357","2512","1141","284","256","601","1371","845","345","176","45","47","84","169","500","308","67","51","190","192"
"8710000US3611947","ZCTA5 11947, New York","106","84","33","4","5","24","51","22","5","2","2","0","0","3","17","7","2","0","5","10"
"8710000US3611948","ZCTA5 11948, New York","315","265","111","19","14","78","154","50","12","6","1","0","5","6","38","21","3","3","15","17"
"8710000US3611949","ZCTA5 11949, New York","3697","3125","1684","285","372","1027","1441","572","193","109","28","10","71","84","379","237","26","29","182","142"
"8710000US3611950","ZCTA5 11950, New York","3931","2730","1522","299","381","842","1208","1201","325","175","44","38","93","150","876","589","91","164","334","287"
"8710000US3611951","ZCTA5 11951, New York","3365","2170","1129","211","282","636","1041","1195","364","199","41","42","116","165","831","586","109","141","336","245"
"8710000US3611952","ZCTA5 11952, New York","1312","1071","410","72","62","276","661","241","80","23","5","3","15","57","161","100","12","15","73","61"
"8710000US3611953","ZCTA5 11953, New York","3433","2545","1051","302","218","531","1494","888","259","141","42","26","73","118","629","364","88","64","212","265"
"8710000US3611954","ZCTA5 11954, New York","898","697","235","62","45","128","462","201","64","34","10","4","20","30","137","68","12","3","53","69"
"8710000US3611955","ZCTA5 11955, New York","895","694","208","65","42","101","486","201","61","25","4","1","20","36","140","93","22","11","60","47"
"8710000US3611956","ZCTA5 11956, New York","109","84","19","8","2","9","65","25","4","2","0","0","2","2","21","8","1","2","5","13"
"8710000US3611957","ZCTA5 11957, New York","209","167","37","7","8","22","130","42","13","4","1","0","3","9","29","18","2","3","13","11"
"8710000US3611958","ZCTA5 11958, New York","171","144","45","9","11","25","99","27","13","4","0","1","3","9","14","6","1","1","4","8"
"8710000US3611959","ZCTA5 11959, New York","262","209","66","5","9","52","143","53","16","10","2","1","7","6","37","15","1","3","11","22"
"8710000US3611960","ZCTA5 11960, New York","334","279","90","20","22","48","189","55","19","8","0","0","8","11","36","23","1","4","18","13"
"8710000US3611961","ZCTA5 11961, New York","3397","2692","947","232","172","543","1745","705","186","71","14","7","50","115","519","268","46","47","175","251"
"8710000US3611962","ZCTA5 11962, New York","135","116","44","7","10","27","72","19","8","2","0","0","2","6","11","6","1","1","4","5"
"8710000US3611963","ZCTA5 11963, New York","1705","1360","558","126","108","324","802","345","99","64","13","7","44","35","246","146","27","12","107","100"
"8710000US3611964","ZCTA5 11964, New York","532","433","126","28","18","80","307","99","39","21","5","2","14","18","60","32","5","4","23","28"
"8710000US3611965","ZCTA5 11965, New York","148","120","32","7","8","17","88","28","9","3","0","2","1","6","19","9","1","1","7","10"
"8710000US3611967","ZCTA5 11967, New York","6524","4731","2460","563","551","1346","2271","1793","568","286","67","53","166","282","1225","774","151","166","457","451"
"8710000US3611968","ZCTA5 11968, New York","2809","2097","869","212","188","469","1228","712","246","113","26","18","69","133","466","244","32","33","179","222"
"8710000US3611970","ZCTA5 11970, New York","162","139","26","6","3","17","113","23","6","3","0","1","2","3","17","10","3","0","7","7"
"8710000US3611971","ZCTA5 11971, New York","1671","1398","464","81","85","298","934","273","90","42","14","6","22","48","183","98","15","11","72","85"
"8710000US3611972","ZCTA5 11972, New York","330","254","144","25","27","92","110","76","27","16","3","7","6","11","49","31","5","7","19","18"
"8710000US3611973","ZCTA5 11973, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3611975","ZCTA5 11975, New York","93","80","26","5","9","12","54","13","1","1","0","0","1","0","12","7","1","2","4","5"
"8710000US3611976","ZCTA5 11976, New York","431","357","114","14","24","76","243","74","28","11","5","0","6","17","46","26","3","4","19","20"
"8710000US3611977","ZCTA5 11977, New York","606","470","189","33","32","124","281","136","49","24","4","2","18","25","87","57","11","5","41","30"
"8710000US3611978","ZCTA5 11978, New York","782","583","270","55","60","155","313","199","78","28","7","6","15","50","121","66","13","12","41","55"
"8710000US3611980","ZCTA5 11980, New York","1076","843","378","103","77","198","465","233","59","23","6","3","14","36","174","80","12","11","57","94"
"8710000US3612007","ZCTA5 12007, New York","19","15","4","0","0","4","11","4","1","1","0","0","1","0","3","1","0","0","1","2"
"8710000US3612008","ZCTA5 12008, New York","130","116","58","9","16","33","58","14","3","1","0","0","1","2","11","7","1","1","5","4"
"8710000US3612009","ZCTA5 12009, New York","2013","1632","649","125","111","413","983","381","132","71","17","5","49","61","249","156","14","15","127","93"
"8710000US3612010","ZCTA5 12010, New York","7428","4909","1758","376","346","1036","3151","2519","724","432","118","78","236","292","1795","1233","328","272","633","562"
"8710000US3612015","ZCTA5 12015, New York","810","636","223","50","46","127","413","174","51","32","6","6","20","19","123","79","14","11","54","44"
"8710000US3612017","ZCTA5 12017, New York","116","104","37","6","9","22","67","12","5","3","2","0","1","2","7","5","0","0","5","2"
"8710000US3612018","ZCTA5 12018, New York","2299","1843","761","137","133","491","1082","456","177","106","24","20","62","71","279","184","22","35","127","95"
"8710000US3612019","ZCTA5 12019, New York","4230","3647","1535","328","291","916","2112","583","178","98","20","13","65","80","405","249","44","27","178","156"
"8710000US3612020","ZCTA5 12020, New York","8392","6631","2996","775","538","1683","3635","1761","536","340","74","39","227","196","1225","796","157","117","522","429"
"8710000US3612022","ZCTA5 12022, New York","245","198","72","16","13","43","126","47","19","10","3","1","6","9","28","20","3","3","14","8"
"8710000US3612023","ZCTA5 12023, New York","630","532","190","41","31","118","342","98","48","39","5","2","32","9","50","26","3","3","20","24"
"8710000US3612024","ZCTA5 12024, New York","8","8","3","1","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612025","ZCTA5 12025, New York","1508","1136","464","60","96","308","672","372","125","79","15","12","52","46","247","174","22","34","118","73"
"8710000US3612027","ZCTA5 12027, New York","1156","989","407","55","73","279","582","167","40","31","5","7","19","9","127","74","10","9","55","53"
"8710000US3612028","ZCTA5 12028, New York","329","249","88","14","19","55","161","80","37","22","4","2","16","15","43","24","4","4","16","19"
"8710000US3612029","ZCTA5 12029, New York","276","235","69","14","9","46","166","41","11","7","1","1","5","4","30","18","2","2","14","12"
"8710000US3612031","ZCTA5 12031, New York","46","33","15","0","1","14","18","13","5","3","1","1","1","2","8","6","0","2","4","2"
"8710000US3612032","ZCTA5 12032, New York","228","170","51","10","6","35","119","58","30","21","4","0","17","9","28","19","2","4","13","9"
"8710000US3612033","ZCTA5 12033, New York","2170","1716","732","150","138","444","984","454","145","86","22","9","55","59","309","195","29","17","149","114"
"8710000US3612035","ZCTA5 12035, New York","223","158","55","14","17","24","103","65","15","11","0","2","9","4","50","36","4","7","25","14"
"8710000US3612036","ZCTA5 12036, New York","62","51","18","4","5","9","33","11","3","1","0","0","1","2","8","6","2","2","2","2"
"8710000US3612037","ZCTA5 12037, New York","1037","750","261","34","54","173","489","287","89","55","13","7","35","34","198","131","29","18","84","67"
"8710000US3612040","ZCTA5 12040, New York","37","29","6","0","0","6","23","8","4","1","0","0","1","3","4","3","0","2","1","1"
"8710000US3612041","ZCTA5 12041, New York","137","111","45","10","9","26","66","26","10","6","1","0","5","4","16","8","3","0","5","8"
"8710000US3612042","ZCTA5 12042, New York","80","72","24","5","5","14","48","8","3","2","1","1","0","1","5","3","0","0","3","2"
"8710000US3612043","ZCTA5 12043, New York","1827","1336","501","118","81","302","835","491","147","88","27","8","53","59","344","219","45","30","144","125"
"8710000US3612045","ZCTA5 12045, New York","151","88","31","5","6","20","57","63","19","14","6","0","8","5","44","35","10","10","15","9"
"8710000US3612046","ZCTA5 12046, New York","232","190","70","15","10","45","120","42","15","6","1","1","4","9","27","15","4","1","10","12"
"8710000US3612047","ZCTA5 12047, New York","4831","3145","1270","305","247","718","1875","1686","429","265","81","32","152","164","1257","823","228","164","431","434"
"8710000US3612051","ZCTA5 12051, New York","1138","831","352","89","56","207","479","307","87","48","17","6","25","39","220","140","33","22","85","80"
"8710000US3612052","ZCTA5 12052, New York","443","368","148","29","35","84","220","75","27","14","2","1","11","13","48","26","4","5","17","22"
"8710000US3612053","ZCTA5 12053, New York","1306","1107","458","86","76","296","649","199","69","35","7","9","19","34","130","80","13","15","52","50"
"8710000US3612054","ZCTA5 12054, New York","4675","3890","1796","365","304","1127","2094","785","191","106","27","5","74","85","594","357","39","35","283","237"
"8710000US3612056","ZCTA5 12056, New York","670","565","221","38","41","142","344","105","36","18","1","3","14","18","69","35","9","2","24","34"
"8710000US3612057","ZCTA5 12057, New York","516","405","157","36","26","95","248","111","43","23","3","2","18","20","68","36","5","7","24","32"
"8710000US3612058","ZCTA5 12058, New York","398","322","124","26","19","79","198","76","37","22","5","2","15","15","39","28","7","4","17","11"
"8710000US3612059","ZCTA5 12059, New York","471","385","133","20","15","98","252","86","32","21","7","2","12","11","54","30","3","12","15","24"
"8710000US3612060","ZCTA5 12060, New York","431","363","122","20","17","85","241","68","21","9","1","1","7","12","47","27","6","6","15","20"
"8710000US3612061","ZCTA5 12061, New York","2407","1952","824","162","156","506","1128","455","135","81","20","10","51","54","320","206","37","17","152","114"
"8710000US3612062","ZCTA5 12062, New York","493","408","150","24","23","103","258","85","29","15","3","3","9","14","56","39","10","3","26","17"
"8710000US3612063","ZCTA5 12063, New York","130","111","39","9","5","25","72","19","7","4","1","0","3","3","12","10","4","1","5","2"
"8710000US3612064","ZCTA5 12064, New York","149","108","38","6","12","20","70","41","17","15","2","5","8","2","24","20","6","4","10","4"
"8710000US3612065","ZCTA5 12065, New York","11272","9285","4177","957","787","2433","5108","1987","584","358","79","45","234","226","1403","872","144","100","628","531"
"8710000US3612066","ZCTA5 12066, New York","595","466","181","40","32","109","285","129","43","22","5","8","9","21","86","49","7","6","36","37"
"8710000US3612067","ZCTA5 12067, New York","418","348","125","32","19","74","223","70","25","14","3","2","9","11","45","29","4","4","21","16"
"8710000US3612068","ZCTA5 12068, New York","858","648","258","46","61","151","390","210","75","37","7","4","26","38","135","84","17","12","55","51"
"8710000US3612069","ZCTA5 12069, New York","69","46","25","8","1","16","21","23","13","5","1","3","1","8","10","4","0","0","4","6"
"8710000US3612070","ZCTA5 12070, New York","401","304","111","21","21","69","193","97","36","20","4","4","12","16","61","27","2","4","21","34"
"8710000US3612071","ZCTA5 12071, New York","72","57","19","3","5","11","38","15","9","4","1","2","1","5","6","2","1","0","1","4"
"8710000US3612072","ZCTA5 12072, New York","727","566","247","43","58","146","319","161","58","36","7","4","25","22","103","68","17","13","38","35"
"8710000US3612074","ZCTA5 12074, New York","864","694","252","50","40","162","442","170","55","32","7","2","23","23","115","71","7","5","59","44"
"8710000US3612075","ZCTA5 12075, New York","899","751","310","68","58","184","441","148","58","33","7","6","20","25","90","44","14","7","23","46"
"8710000US3612076","ZCTA5 12076, New York","430","349","104","20","28","56","245","81","41","22","6","4","12","19","40","26","7","3","16","14"
"8710000US3612077","ZCTA5 12077, New York","1656","1370","644","117","112","415","726","286","78","50","10","7","33","28","208","110","17","12","81","98"
"8710000US3612078","ZCTA5 12078, New York","6052","3977","1415","284","285","846","2562","2075","648","450","140","68","242","198","1427","995","239","185","571","432"
"8710000US3612083","ZCTA5 12083, New York","1023","829","329","73","63","193","500","194","62","32","9","7","16","30","132","79","10","14","55","53"
"8710000US3612084","ZCTA5 12084, New York","1026","823","388","142","77","169","435","203","54","32","7","1","24","22","149","86","16","6","64","63"
"8710000US3612085","ZCTA5 12085, New York","85","47","18","4","6","8","29","38","11","7","0","1","6","4","27","22","4","3","15","5"
